,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany
1249,29,Churned,9,Bachelor's degree,Marketing,Good,Female,Low,Good,2760,13,Great,Great,80,Great,2
1250,29,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Excellent,Great,6294,12,Great,Excellent,80,Excellent,3
1251,30,Stayed,15,College,Marketing,Great,Male,Good,Low,7140,11,Great,Low,80,Great,7
1252,34,Stayed,2,Master's degree,Medical,Excellent,Male,Excellent,Excellent,2932,14,Great,Low,80,Great,5
1253,33,Stayed,2,Bachelor's degree,Marketing,Excellent,Female,Great,Good,5147,15,Great,Excellent,80,Good,11
1254,49,Stayed,11,Master's degree,Marketing,Excellent,Female,Great,Excellent,4507,12,Great,Great,80,Excellent,5
1255,33,Churned,16,Bachelor's degree,Life Sciences,Low,Female,Great,Low,8564,20,Excellent,Great,80,Good,0
1256,38,Stayed,2,College,Medical,Great,Female,Good,Good,2468,14,Great,Good,80,Good,6
1257,31,Churned,16,Master's degree,Marketing,Low,Male,Great,Great,8161,13,Great,Low,80,Great,1
1258,29,Stayed,4,Bachelor's degree,Technical Degree,Excellent,Female,Good,Low,2109,13,Great,Great,80,Great,1
1259,30,Stayed,16,Bachelor's degree,Life Sciences,Great,Male,Excellent,Great,5294,16,Great,Great,80,Great,7
1260,32,Stayed,5,Master's degree,Technical Degree,Good,Male,Great,Good,2718,14,Great,Good,80,Great,7
1261,38,Stayed,18,Bachelor's degree,Medical,Good,Male,Low,Excellent,5811,16,Great,Great,80,Great,1
1262,43,Churned,17,Bachelor's degree,Technical Degree,Great,Male,Good,Great,2437,16,Great,Excellent,80,Great,1
1263,42,Stayed,12,Bachelor's degree,Medical,Good,Male,Great,Good,2766,22,Excellent,Good,80,Good,5
1264,55,Stayed,2,Bachelor's degree,Medical,Great,Male,Good,Low,19038,12,Great,Good,80,Great,1
1265,33,Stayed,4,Bachelor's degree,Technical Degree,Excellent,Male,Great,Good,3055,15,Great,Excellent,80,Good,9
1266,41,Stayed,9,Master's degree,Life Sciences,Great,Male,Great,Low,2289,20,Excellent,Good,80,Great,5
1267,34,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Male,Great,Great,4001,14,Great,Great,80,Great,15
1268,53,Stayed,1,Master's degree,Medical,Low,Female,Good,Great,12965,20,Excellent,Excellent,80,Good,3
1269,43,Stayed,2,Bachelor's degree,Life Sciences,Good,Male,Great,Excellent,3539,13,Great,Good,80,Great,9
1270,34,Stayed,3,College,Life Sciences,Excellent,Female,Low,Excellent,6029,12,Great,Low,80,Great,2
1271,21,Churned,7,Below College,Marketing,Good,Male,Great,Good,2679,13,Great,Good,80,Great,1
1272,38,Stayed,6,College,Other,Excellent,Female,Good,Great,3702,11,Great,Good,80,Great,5
1273,22,Churned,8,Below College,Medical,Great,Female,Great,Low,2398,17,Great,Great,80,Great,1
1274,31,Stayed,29,Master's degree,Marketing,Low,Female,Good,Excellent,5468,14,Great,Low,80,Great,12
1275,51,Stayed,3,Bachelor's degree,Technical Degree,Low,Female,Great,Great,13116,11,Great,Excellent,80,Great,2
1276,37,Stayed,9,College,Marketing,Good,Male,Good,Good,4189,14,Great,Low,80,Great,5
1277,46,Stayed,2,Master's degree,Medical,Great,Male,Great,Excellent,19328,17,Great,Great,80,Great,2
1278,36,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Male,Great,Low,8321,13,Great,Excellent,80,Great,12
1279,44,Churned,1,College,Medical,Great,Male,Great,Good,2342,12,Great,Great,80,Good,5
1280,37,Stayed,8,College,Other,Great,Male,Great,Good,4071,13,Great,Great,80,Good,10
1281,35,Churned,27,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,5813,18,Great,Excellent,80,Great,10
1282,33,Stayed,8,Master's degree,Life Sciences,Excellent,Male,Excellent,Low,3143,19,Great,Good,80,Great,10
1283,28,Stayed,1,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,2044,11,Great,Great,80,Excellent,5
1284,39,Stayed,10,Below College,Medical,Great,Male,Great,Great,13464,21,Excellent,Great,80,Great,4
1285,46,Stayed,26,College,Life Sciences,Good,Male,Good,Good,7991,15,Great,Great,80,Great,2
1286,40,Stayed,2,College,Life Sciences,Great,Female,Great,Low,3377,17,Great,Excellent,80,Good,4
1287,42,Stayed,13,Bachelor's degree,Medical,Good,Male,Excellent,Low,5538,18,Great,Great,80,Good,0
1288,35,Stayed,2,College,Medical,Good,Male,Great,Excellent,5762,14,Great,Great,80,Great,7
1289,38,Stayed,2,Bachelor's degree,Human Resources,Low,Male,Great,Good,2592,13,Great,Excellent,80,Great,11
1290,34,Churned,9,Master's degree,Life Sciences,Excellent,Male,Great,Low,5346,17,Great,Great,80,Good,7
1291,37,Churned,10,Master's degree,Medical,Excellent,Male,Great,Low,4213,15,Great,Good,80,Low,10
1292,39,Stayed,20,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,4127,18,Great,Excellent,80,Great,2
1293,43,Stayed,9,Bachelor's degree,Life Sciences,Low,Male,Great,Great,2438,13,Great,Great,80,Good,3
1294,41,Stayed,5,Bachelor's degree,Life Sciences,Good,Male,Excellent,Good,6870,12,Great,Low,80,Low,3
1295,41,Stayed,4,Below College,Marketing,Great,Female,Great,Great,10447,13,Great,Excellent,80,Excellent,22
1296,30,Stayed,10,Bachelor's degree,Medical,Low,Female,Great,Great,9667,14,Great,Good,80,Great,7
1297,26,Churned,20,College,Medical,Excellent,Female,Great,Good,2148,11,Great,Great,80,Great,5
1298,46,Churned,21,College,Medical,Excellent,Female,Great,Good,8926,22,Excellent,Excellent,80,Excellent,9
1299,40,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,6513,17,Great,Excellent,80,Great,5
1300,34,Stayed,8,College,Technical Degree,Good,Male,Excellent,Great,6799,21,Excellent,Great,80,Great,10
1301,58,Stayed,2,Bachelor's degree,Medical,Good,Male,Great,Good,16291,22,Excellent,Excellent,80,Good,16
1302,35,Stayed,23,Master's degree,Medical,Good,Male,Low,Great,2705,16,Great,Good,80,Excellent,5
1303,47,Stayed,4,Bachelor's degree,Life Sciences,Great,Female,Good,Good,10333,12,Great,Great,80,Great,22
1304,40,Stayed,12,Bachelor's degree,Life Sciences,Good,Female,Great,Low,4448,12,Great,Good,80,Great,7
1305,54,Stayed,7,Master's degree,Medical,Excellent,Female,Great,Excellent,6854,15,Great,Good,80,Good,7
1306,31,Stayed,7,Master's degree,Marketing,Low,Female,Great,Low,9637,14,Great,Excellent,80,Great,3
1307,28,Stayed,1,Bachelor's degree,Medical,Great,Female,Great,Low,3591,25,Excellent,Great,80,Great,3
1308,38,Stayed,2,Master's degree,Marketing,Good,Female,Low,Excellent,5405,20,Excellent,Low,80,Good,4
1309,26,Stayed,10,Bachelor's degree,Medical,Great,Male,Great,Excellent,4684,13,Great,Low,80,Great,5
1310,58,Stayed,15,Master's degree,Life Sciences,Low,Male,Great,Great,15787,14,Great,Good,80,Great,2
1311,18,Stayed,14,Bachelor's degree,Medical,Good,Female,Great,Great,1514,16,Great,Great,80,Low,0
1312,31,Churned,18,PhD,Human Resources,Excellent,Male,Excellent,Low,2956,17,Great,Great,80,Great,1
1313,29,Churned,13,Bachelor's degree,Human Resources,Low,Male,Good,Low,2335,15,Great,Excellent,80,Great,2
1314,45,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Great,5154,22,Excellent,Good,80,Excellent,8
1315,36,Stayed,2,Master's degree,Other,Excellent,Female,Great,Good,6962,22,Excellent,Excellent,80,Great,1
1316,43,Stayed,2,Master's degree,Life Sciences,Low,Male,Great,Excellent,5675,20,Excellent,Great,80,Great,7
1317,27,Stayed,5,College,Life Sciences,Excellent,Female,Great,Excellent,2379,14,Great,Great,80,Good,5
1318,29,Stayed,20,Below College,Medical,Excellent,Male,Great,Excellent,3812,13,Great,Good,80,Excellent,11
1319,32,Stayed,10,Master's degree,Marketing,Excellent,Male,Great,Excellent,4648,13,Great,Great,80,Excellent,0
1320,42,Stayed,10,Master's degree,Technical Degree,Great,Male,Great,Great,2936,22,Excellent,Good,80,Good,6
1321,47,Stayed,9,Master's degree,Life Sciences,Good,Female,Great,Great,2105,12,Great,Great,80,Great,2
1322,46,Stayed,2,College,Life Sciences,Excellent,Male,Great,Excellent,8578,14,Great,Great,80,Good,9
1323,28,Stayed,1,College,Life Sciences,Great,Male,Great,Excellent,2706,15,Great,Good,80,Great,3
1324,29,Stayed,29,Below College,Life Sciences,Excellent,Male,Low,Great,6384,17,Great,Excellent,80,Great,7
1325,42,Stayed,8,Bachelor's degree,Life Sciences,Excellent,Male,Great,Great,3968,13,Great,Excellent,80,Great,0
1326,32,Churned,2,Master's degree,Marketing,Great,Male,Good,Good,9907,12,Great,Great,80,Good,2
1327,46,Stayed,3,Bachelor's degree,Technical Degree,Low,Female,Excellent,Low,13225,12,Great,Excellent,80,Great,19
1328,27,Stayed,23,Below College,Medical,Good,Female,Good,Great,3540,21,Excellent,Excellent,80,Great,9
1329,29,Stayed,6,Below College,Medical,Excellent,Male,Good,Good,2804,11,Great,Excellent,80,Great,1
1330,43,Stayed,6,Bachelor's degree,Medical,Low,Female,Good,Great,19392,13,Great,Excellent,80,Great,16
1331,48,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Male,Good,Good,19665,12,Great,Excellent,80,Great,22
1332,29,Churned,24,College,Life Sciences,Excellent,Male,Good,Excellent,2439,24,Excellent,Good,80,Good,1
1333,46,Churned,10,Bachelor's degree,Life Sciences,Great,Female,Great,Good,7314,21,Excellent,Great,80,Great,8
1334,27,Stayed,15,Bachelor's degree,Life Sciences,Excellent,Female,Good,Low,4774,19,Great,Excellent,80,Good,7
1335,39,Stayed,19,Master's degree,Other,Excellent,Male,Great,Excellent,3902,14,Great,Good,80,Great,2
1336,55,Stayed,2,Master's degree,Technical Degree,Good,Male,Good,Excellent,2662,20,Excellent,Good,80,Excellent,5
1337,28,Stayed,3,Bachelor's degree,Medical,Good,Female,Great,Good,2856,19,Great,Excellent,80,Great,1
1338,30,Churned,9,Bachelor's degree,Medical,Good,Male,Great,Excellent,1081,13,Great,Great,80,Good,1
1339,22,Churned,7,Below College,Life Sciences,Excellent,Male,Great,Good,2472,23,Excellent,Low,80,Great,1
1340,36,Stayed,10,Master's degree,Technical Degree,Good,Female,Good,Great,5673,13,Great,Low,80,Great,10
1341,31,Stayed,20,Bachelor's degree,Life Sciences,Good,Male,Great,Great,4197,11,Great,Low,80,Great,10
1342,34,Stayed,4,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,9713,13,Great,Excellent,80,Great,5
1343,29,Stayed,7,Bachelor's degree,Life Sciences,Excellent,Male,Great,Low,2062,14,Great,Good,80,Great,3
1344,37,Stayed,7,Master's degree,Medical,Excellent,Male,Great,Low,4284,22,Excellent,Great,80,Great,5
1345,35,Stayed,16,College,Other,Excellent,Female,Good,Good,4788,11,Great,Excellent,80,Great,3
1346,45,Stayed,25,College,Life Sciences,Good,Female,Good,Excellent,5906,13,Great,Excellent,80,Good,9
1347,36,Stayed,2,Below College,Human Resources,Good,Male,Good,Excellent,3886,21,Excellent,Excellent,80,Good,10
1348,40,Stayed,1,Master's degree,Life Sciences,Low,Male,Great,Low,16823,11,Great,Low,80,Great,19
1349,26,Stayed,1,College,Life Sciences,Good,Female,Good,Great,2933,13,Great,Great,80,Good,1
1350,27,Stayed,2,College,Medical,Low,Female,Excellent,Great,6500,14,Great,Good,80,Good,8
1351,48,Stayed,22,Bachelor's degree,Medical,Excellent,Female,Great,Excellent,17174,11,Great,Good,80,Great,22
1352,44,Stayed,1,Master's degree,Life Sciences,Good,Male,Excellent,Low,5033,15,Great,Excellent,80,Great,2
1353,34,Churned,16,Master's degree,Technical Degree,Excellent,Male,Low,Low,2307,23,Excellent,Good,80,Great,5
1354,56,Churned,24,College,Life Sciences,Low,Male,Great,Excellent,2587,16,Great,Excellent,80,Great,4
1355,36,Stayed,17,College,Marketing,Great,Male,Good,Good,5507,16,Great,Great,80,Low,4
1356,41,Stayed,8,Bachelor's degree,Marketing,Great,Female,Great,Good,4393,21,Excellent,Great,80,Great,5
1357,42,Stayed,6,Bachelor's degree,Medical,Great,Male,Great,Low,13348,13,Great,Good,80,Excellent,13
1358,31,Stayed,10,College,Medical,Great,Female,Great,Excellent,6583,11,Great,Excellent,80,Great,5
1359,34,Stayed,3,Below College,Medical,Excellent,Female,Good,Excellent,8103,12,Great,Great,80,Good,4
1360,31,Stayed,4,Bachelor's degree,Medical,Low,Female,Excellent,Great,3978,12,Great,Good,80,Good,2
1361,26,Stayed,6,Bachelor's degree,Other,Great,Male,Excellent,Excellent,2544,18,Great,Low,80,Great,7
1362,45,Stayed,1,Master's degree,Medical,Good,Male,Great,Great,5399,12,Great,Great,80,Great,4
1363,33,Stayed,10,Master's degree,Marketing,Good,Male,Great,Great,5487,14,Great,Good,80,Good,10
1364,28,Stayed,1,College,Life Sciences,Great,Male,Good,Excellent,6834,12,Great,Great,80,Great,7
1365,29,Churned,24,Bachelor's degree,Technical Degree,Great,Male,Excellent,Low,1091,17,Great,Excellent,80,Great,1
1366,39,Stayed,21,Master's degree,Life Sciences,Low,Female,Low,Great,5736,19,Great,Great,80,Great,3
1367,27,Stayed,2,Master's degree,Technical Degree,Good,Male,Great,Good,2226,11,Great,Great,80,Good,5
1368,34,Stayed,22,Master's degree,Other,Great,Male,Good,Excellent,5747,15,Great,Good,80,Great,15
1369,28,Churned,13,College,Marketing,Excellent,Female,Great,Great,9854,11,Great,Excellent,80,Great,2
1370,47,Stayed,14,Master's degree,Technical Degree,Great,Male,Great,Good,5467,18,Great,Great,80,Excellent,8
1371,56,Stayed,11,PhD,Marketing,Excellent,Female,Good,Low,5380,16,Great,Great,80,Great,0
1372,39,Stayed,9,College,Medical,Low,Male,Great,Low,5151,25,Excellent,Excellent,80,Great,10
1373,38,Stayed,8,Bachelor's degree,Medical,Excellent,Female,Good,Good,2133,16,Great,Great,80,Great,20
1374,58,Stayed,21,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,17875,13,Great,Great,80,Good,1
1375,32,Churned,5,College,Life Sciences,Low,Female,Excellent,Great,2432,14,Great,Low,80,Great,4
1376,38,Stayed,9,College,Life Sciences,Good,Male,Great,Excellent,4771,19,Great,Excellent,80,Excellent,5
1377,49,Stayed,2,Below College,Life Sciences,Good,Male,Great,Excellent,19161,15,Great,Excellent,80,Great,5
1378,42,Stayed,12,Master's degree,Marketing,Good,Male,Great,Excellent,5087,12,Great,Great,80,Great,0
1379,27,Churned,22,Bachelor's degree,Human Resources,Low,Female,Good,Good,2863,12,Great,Low,80,Great,1
1380,35,Stayed,18,Master's degree,Medical,Good,Male,Great,Low,5561,16,Great,Excellent,80,Low,5
1381,28,Stayed,16,Bachelor's degree,Medical,Great,Male,Great,Great,2144,14,Great,Great,80,Good,5
1382,31,Stayed,3,College,Medical,Great,Male,Great,Low,3065,13,Great,Excellent,80,Excellent,4
1383,36,Stayed,9,Master's degree,Life Sciences,Low,Male,Excellent,Good,2810,22,Excellent,Good,80,Great,5
1384,34,Stayed,1,Bachelor's degree,Marketing,Low,Male,Great,Excellent,9888,21,Excellent,Low,80,Good,14
1385,34,Stayed,13,Master's degree,Medical,Excellent,Male,Great,Great,8628,18,Great,Great,80,Good,8
1386,26,Stayed,1,Bachelor's degree,Medical,Great,Male,Great,Low,2867,13,Great,Excellent,80,Good,7
1387,29,Stayed,1,Bachelor's degree,Life Sciences,Low,Male,Great,Low,5373,12,Great,Low,80,Good,5
1388,32,Stayed,15,Master's degree,Medical,Great,Female,Great,Excellent,6667,18,Great,Good,80,Great,5
1389,31,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Low,Low,5003,21,Excellent,Good,80,Great,10
1390,28,Churned,17,Bachelor's degree,Technical Degree,Great,Male,Good,Excellent,2367,12,Great,Low,80,Good,4
1391,38,Stayed,1,Bachelor's degree,Life Sciences,Low,Male,Good,Low,2858,14,Great,Low,80,Good,1
1392,35,Stayed,7,Master's degree,Life Sciences,Great,Female,Great,Excellent,5204,11,Great,Excellent,80,Great,10
1393,27,Stayed,9,Bachelor's degree,Marketing,Excellent,Male,Great,Excellent,4105,14,Great,Low,80,Great,7
1394,32,Stayed,5,Master's degree,Life Sciences,Excellent,Male,Good,Excellent,9679,24,Excellent,Good,80,Great,1
1395,31,Churned,26,Master's degree,Marketing,Low,Male,Great,Excellent,5617,11,Great,Great,80,Great,10
1396,53,Churned,24,Master's degree,Life Sciences,Low,Male,Great,Low,10448,13,Great,Good,80,Good,2
1397,54,Stayed,9,College,Life Sciences,Low,Female,Great,Great,2897,11,Great,Great,80,Good,4
1398,33,Stayed,7,College,Life Sciences,Excellent,Male,Great,Great,5968,20,Excellent,Great,80,Great,9
1399,43,Stayed,11,Bachelor's degree,Life Sciences,Low,Male,Great,Great,7510,17,Great,Good,80,Great,10
1400,38,Stayed,1,Master's degree,Other,Excellent,Male,Great,Good,2991,11,Great,Good,80,Great,6
1401,55,Stayed,26,Master's degree,Human Resources,Great,Male,Excellent,Good,19636,18,Great,Low,80,Great,10
1402,31,Stayed,2,Below College,Medical,Excellent,Female,Low,Excellent,1129,11,Great,Great,80,Great,1
1403,39,Stayed,15,Master's degree,Marketing,Good,Male,Great,Low,13341,12,Great,Low,80,Great,20
1404,42,Stayed,23,College,Life Sciences,Excellent,Male,Good,Great,4332,12,Great,Excellent,80,Great,20
1405,31,Stayed,10,Bachelor's degree,Medical,Great,Female,Great,Great,11031,20,Excellent,Great,80,Excellent,11
1406,54,Stayed,10,Bachelor's degree,Medical,Great,Female,Great,Low,4440,19,Great,Excellent,80,Great,5
1407,24,Stayed,1,College,Life Sciences,Good,Male,Good,Great,4617,12,Great,Good,80,Good,4
1408,23,Stayed,12,College,Other,Excellent,Male,Great,Excellent,2647,13,Great,Great,80,Excellent,5
1409,40,Stayed,11,Bachelor's degree,Technical Degree,Excellent,Female,Great,Great,6323,11,Great,Low,80,Excellent,10
1410,40,Stayed,2,College,Marketing,Good,Female,Great,Good,5677,14,Great,Great,80,Great,11
1411,25,Stayed,2,Bachelor's degree,Human Resources,Great,Female,Great,Good,2187,14,Great,Great,80,Great,2
1412,30,Stayed,1,College,Medical,Excellent,Male,Great,Good,3748,13,Great,Great,80,Good,12
1413,25,Stayed,2,Below College,Other,Excellent,Male,Great,Great,3977,19,Great,Great,80,Good,2
1414,47,Stayed,25,Bachelor's degree,Medical,Low,Male,Great,Great,8633,23,Excellent,Good,80,Great,17
1415,33,Stayed,1,College,Medical,Good,Male,Good,Great,2008,12,Great,Great,80,Good,1
1416,38,Stayed,1,Master's degree,Life Sciences,Excellent,Male,Great,Good,4440,15,Great,Low,80,Great,15
1417,31,Stayed,2,College,Life Sciences,Low,Male,Great,Great,3067,19,Great,Great,80,Great,2
1418,38,Stayed,6,Master's degree,Life Sciences,Low,Male,Good,Great,5321,11,Great,Excellent,80,Great,8
1419,42,Stayed,18,Master's degree,Life Sciences,Excellent,Male,Great,Low,5410,17,Great,Great,80,Good,4
1420,41,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,2782,22,Excellent,Low,80,Great,5
1421,47,Stayed,1,Below College,Medical,Great,Female,Great,Good,11957,18,Great,Low,80,Low,13
1422,35,Stayed,11,Master's degree,Medical,Excellent,Male,Great,Great,2660,11,Great,Great,80,Great,2
1423,22,Stayed,1,College,Life Sciences,Excellent,Male,Great,Great,3375,12,Great,Excellent,80,Excellent,3
1424,35,Stayed,9,Master's degree,Medical,Good,Male,Great,Great,5098,19,Great,Good,80,Great,10
1425,33,Stayed,15,College,Medical,Good,Female,Great,Excellent,4878,13,Great,Low,80,Great,9
1426,32,Stayed,29,Master's degree,Life Sciences,Great,Female,Good,Good,2837,13,Great,Great,80,Great,6
1427,40,Stayed,1,Master's degree,Life Sciences,Low,Male,Great,Excellent,2406,19,Great,Great,80,Good,1
1428,32,Stayed,1,Master's degree,Medical,Good,Male,Good,Good,2269,14,Great,Good,80,Great,2
1429,39,Stayed,24,Below College,Life Sciences,Low,Male,Great,Excellent,4108,13,Great,Low,80,Great,7
1430,38,Stayed,10,Bachelor's degree,Medical,Good,Female,Low,Great,13206,12,Great,Low,80,Great,18
1431,32,Stayed,1,Master's degree,Marketing,Great,Female,Great,Excellent,10422,19,Great,Great,80,Great,14
1432,37,Stayed,10,Bachelor's degree,Life Sciences,Great,Female,Excellent,Excellent,13744,25,Excellent,Low,80,Great,16
1433,25,Stayed,8,College,Other,Low,Female,Great,Great,4907,22,Excellent,Good,80,Good,5
1434,52,Stayed,29,Master's degree,Life Sciences,Low,Male,Great,Excellent,3482,15,Great,Good,80,Good,9
1435,44,Stayed,1,Bachelor's degree,Medical,Good,Male,Great,Excellent,2436,12,Great,Great,80,Great,4
1436,21,Stayed,5,Below College,Medical,Great,Male,Great,Low,2380,11,Great,Excellent,80,Great,2
1437,39,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,19431,13,Great,Great,80,Good,6
1438,23,Churned,9,Bachelor's degree,Marketing,Excellent,Male,Great,Low,1790,19,Great,Low,80,Good,1
1439,36,Stayed,3,Bachelor's degree,Medical,Low,Female,Good,Excellent,7644,19,Great,Great,80,Great,9
1440,36,Stayed,4,College,Life Sciences,Excellent,Female,Great,Good,5131,13,Great,Good,80,Great,4
1441,56,Stayed,1,Master's degree,Life Sciences,Great,Male,Great,Great,6306,21,Excellent,Low,80,Good,13
1442,29,Churned,1,Master's degree,Medical,Low,Male,Great,Excellent,4787,14,Great,Good,80,Excellent,2
1443,42,Stayed,2,Bachelor's degree,Life Sciences,Low,Male,Great,Great,18880,11,Great,Low,80,Good,22
1444,56,Churned,7,College,Technical Degree,Excellent,Male,Great,Great,2339,11,Great,Excellent,80,Low,10
1445,41,Stayed,28,Master's degree,Life Sciences,Low,Female,Good,Good,13570,23,Excellent,Great,80,Great,20
1446,34,Stayed,28,Bachelor's degree,Marketing,Excellent,Female,Good,Great,6712,21,Excellent,Excellent,80,Great,8
1447,36,Stayed,15,Master's degree,Marketing,Excellent,Male,Low,Excellent,5406,24,Excellent,Low,80,Good,15
1448,41,Stayed,3,Bachelor's degree,Life Sciences,Great,Male,Good,Good,8938,11,Great,Great,80,Great,5
1449,32,Stayed,2,Bachelor's degree,Technical Degree,Excellent,Male,Great,Low,2439,14,Great,Excellent,80,Great,4
1450,35,Stayed,26,Master's degree,Life Sciences,Great,Female,Great,Excellent,8837,16,Great,Great,80,Great,9
1451,38,Stayed,10,College,Life Sciences,Low,Female,Great,Excellent,5343,11,Great,Great,80,Great,10
1452,50,Churned,1,Master's degree,Life Sciences,Good,Male,Great,Great,6728,12,Great,Excellent,80,Great,6
1453,36,Stayed,11,Master's degree,Marketing,Good,Female,Good,Excellent,6652,13,Great,Low,80,Good,6
1454,45,Stayed,20,Bachelor's degree,Life Sciences,Excellent,Female,Great,Great,4850,15,Great,Great,80,Great,5
1455,40,Stayed,2,Master's degree,Life Sciences,Great,Male,Good,Great,2809,14,Great,Excellent,80,Great,2
1456,35,Stayed,18,Master's degree,Life Sciences,Great,Male,Great,Great,5689,14,Great,Excellent,80,Excellent,10
1457,40,Stayed,2,Master's degree,Medical,Great,Female,Great,Great,2001,14,Great,Good,80,Great,5
1458,35,Stayed,1,Master's degree,Life Sciences,Great,Female,Low,Excellent,2977,12,Great,Excellent,80,Great,4
1459,29,Stayed,13,College,Other,Excellent,Male,Good,Good,4025,13,Great,Low,80,Great,4
1460,29,Stayed,28,Master's degree,Medical,Excellent,Female,Good,Low,3785,14,Great,Good,80,Low,5
1461,50,Churned,28,Bachelor's degree,Marketing,Excellent,Male,Good,Low,10854,13,Great,Good,80,Great,3
1462,39,Stayed,24,Below College,Marketing,Good,Female,Good,Excellent,12031,11,Great,Low,80,Good,20
1463,31,Stayed,5,Bachelor's degree,Medical,Good,Male,Great,Low,9936,19,Great,Good,80,Great,9
1464,26,Stayed,5,Bachelor's degree,Other,Excellent,Female,Good,Great,2966,18,Great,Excellent,80,Great,4
1465,36,Stayed,23,College,Medical,Great,Male,Excellent,Excellent,2571,17,Great,Great,80,Great,5
1466,39,Stayed,6,Below College,Medical,Excellent,Male,Good,Low,9991,15,Great,Low,80,Great,7
1467,27,Stayed,4,Bachelor's degree,Life Sciences,Good,Male,Excellent,Good,6142,20,Excellent,Good,80,Great,6
1468,49,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Good,Good,5390,14,Great,Excellent,80,Good,9
1469,34,Stayed,8,Bachelor's degree,Medical,Good,Male,Excellent,Great,4404,12,Great,Low,80,Excellent,4
